DATASET_PIECHART
SEPARATOR COMMA
FIELD_LABELS,f1,f2,f3
FIELD_COLORS,#ff0000,#00ff00,#0000ff
COLOR,#ff0000
DATASET_LABEL,pie
DATA
7539,0.09336161531101139,6,[208, 242, 20, 36, 135]
1744,0.2842302595693388,19,[93, 166, 219, 138, 128]
7548,0.664157441240714,15,[32, 283, 252, 281, 99]
1418,0.7422944917390757,19,[259, 181, 234, 252, 138]
5309,0.364897105092695,5,[56, 63, 142, 218, 97]
2935,0.7152608870953716,6,[127, 80, 28, 155, 88]
1304,0.9224837468717578,3,[134, 47, 283, 51, 166]
2749,0.34343400875160235,5,[88, 39, 121, 83, 275]
237,0.09939446171774957,14,[155, 54, 285, 60, 92]
1223,0.4216006705822358,8,[45, 58, 88, 142, 71]
2333,0.08073155763433282,7,[129, 59, 49, 134, 287]
9174,0.48822890899154436,24,[203, 118, 43, 213, 31]
6865,0.6270219708376907,20,[86, 258, 256, 112, 168]
9615,0.027470481184703854,5,[232, 65, 125, 6, 294]
3606,0.6024641293006778,21,[223, 5, 201, 22, 222]
4087,0.629674505300388,17,[221, 200, 50, 65, 69]
9412,0.8397781900610063,18,[43, 118, 48, 256, 281]
6572,0.5168449538072675,23,[253, 154, 214, 56, 278]
6806,0.7308301482238199,1,[232, 147, 28, 59, 142]
2154,0.618135016108994,13,[130, 215, 152, 246, 119]
7102,0.37635914232480894,10,[108, 9, 164, 74, 179]
1921,0.3279984668352519,23,[156, 236, 179, 76, 132]
753,0.288135998320199,11,[284, 177, 228, 139, 276]
1701,0.0020548462410122648,28,[281, 130, 160, 237, 66]
7396,0.8362806163722142,17,[229, 250, 63, 285, 86]
7572,0.5299545635299945,17,[90, 48, 66, 77, 15]
6304,0.6505234082964501,1,[294, 189, 8, 273, 150]
3983,0.9807472382059889,26,[274, 261, 281, 62, 276]
8378,0.29983056771788275,13,[64, 178, 233, 265, 97]
1999,0.3751344385511416,4,[115, 254, 77, 46, 1]
7550,0.7879958658430511,16,[122, 292, 134, 47, 220]
4945,0.7637155973990642,18,[25, 68, 234, 220, 47]
2527,0.7944978268591416,29,[230, 279, 265, 174, 89]
4870,0.3187509315126097,17,[85, 204, 296, 280, 45]
5103,0.27468740461291563,14,[40, 125, 121, 194, 19]
4683,0.3125032778651269,8,[243, 169, 204, 91, 175]
729,0.7112956953009472,19,[127, 0, 33, 230, 187]
9723,0.2548655430820038,8,[223, 161, 66, 83, 16]
9934,0.03455116175998307,4,[210, 216, 143, 42, 47]
5784,0.7509451667538491,9,[232, 178, 36, 102, 171]
6529,0.45728990004977943,4,[188, 48, 111, 103, 50]
8463,0.5926115585337906,21,[36, 207, 245, 181, 210]
2647,0.06823724781382368,11,[76, 162, 231, 185, 185]
7021,0.2379629970623136,10,[124, 170, 81, 43, 33]
2747,0.04395044958130012,13,[111, 228, 37, 260, 256]
8518,0.2479723864508684,2,[99, 22, 174, 6, 63]
7409,0.5717615011230194,28,[181, 193, 189, 108, 152]
6880,0.3176318732358435,6,[62, 15, 124, 124, 257]
7748,0.2275971705794192,17,[87, 198, 233, 12, 89]
539,0.567821597296721,10,[133, 132, 260, 272, 31]
1977,0.8198230240019961,23,[166, 250, 244, 87, 1]
6347,0.5958206099211948,13,[71, 271, 264, 103, 117]
1797,0.5736326509686841,22,[146, 80, 78, 39, 246]
2055,0.3470504901984781,15,[135, 203, 10, 75, 272]
8090,0.8402735486630187,1,[143, 247, 45, 172, 69]
8033,0.02912161023612081,12,[111, 117, 62, 255, 134]
4796,0.37251080152056326,14,[254, 229, 284, 56, 103]
4483,0.17477152073571411,4,[298, 297, 146, 271, 173]
6321,0.17635813314225268,5,[37, 119, 293, 104, 215]
9151,0.6914285861775927,28,[278, 250, 29, 148, 216]
